,title,director,stars,genre,release_date,company
317,Time to Live,"{""Shittu Taiwo""}","{""Lulu Okonkwo"",""Mariah Ugbashi"",""Patrick Otoro"",""Afolabi Akinwunmi"",""Chioma Ezeani"",""Ibrahim Daddy"",""Emilia Oge Nwamadi"",""Oladigbola Bukolu"",""Gaar Gabriel"",""Joanna Bepeh"",""Thankgod James"",""Sensha Jogo"",""Jerry Nuhu""}","{Short,Crime,Drama}",2021-08-01,"{Sutoritera,""Take 7 Media Productions""}"
318,The King's Son 2,"{""Moses Eskor""}","{""Kenneth Ekanem"",""Desmond Elliot"",""Oge Okoye"",""Alex Usifo Omiagbo""}","{Action,Drama,Thriller}",2005-12-01,"{""Dux Ventures Ltd."",""Petel Foundation Ltd.""}"
319,Market Sellers,"{""Tchidi Chikere""}","{""Lilian Bach"",""Stella Damasus"",""Ifeanyi Egbulie"",""Omotola Jalade-Ekeinde"",""Kanayo O. Kanayo"",""Patience Ozokwor"",""Bob-Manuel Udokwu""}",{Comedy},2003-12-01,"{""P. Collins Productions""}"
321,The Grandmasters,"{""Tarila Thompson""}","{""Zulu Adigwe"",""Richard Amechi"",""Jerry Amilo"",""Moses Armstrong"",""Fred Aseroma"",""Chucks Bambino"",""Obetta Buchi"",""Marsel Duru"",""Pete Edochie"",""Nelson Edward"",""Moses Efret"",""Uche Egwim"",""Juliet Ekwealor"",""Victoria Entonu"",""Goddy Ezenwa"",""Ngozi Ezeonu"",""Samuel Golden"",""Juliet Nkwopara""}",{Drama},2006-07-01,"{""Ossy Affason Production""}"
330,Power of Justice,"{""Adim Williams""}","{""Nonso Diobi"",""Omotola Jalade-Ekeinde"",""Bennidith Johnson"",""David McKenzie"",""Chinyere Nwabueze"",""Ashley Nwosu"",""Charles Nwuzor"",""Rose Ofuzim"",""Mercy Johnson Okojie"",""Ejiro Omonode"",""Hakeem Rahman"",""Fola Remy"",""Evelyn Robaina""}",{Drama},2007-07-01,"{""Rich-Rock Productions""}"
332,Killing Eva,"{""Kayode Peters""}","{""Chinonso Arubayi"",""Mary Lazarus"",""Joseph Momodu"",""Tonia Nwosu"",""Jimmy Odukoya"",""Blessing Onwukwe"",""Ebinabo Potts-Johnson""}",{Mystery},2022-01-01,"{""Ibaka TV""}"
333,Games Women Play 2,"{""Lancelot Oduwa Imasuen""}","{""Stella Damasus"",""Desmond Elliot"",""Omotola Jalade-Ekeinde"",""Genevieve Nnaji"",""Zack Orji"",""Bob-Manuel Udokwu""}",{Drama},2005-03-01,"{""Reemmy Jes Production (RJP)""}"
334,Four Crooks and a Rookie,"{""Ugo Maduka""}","{""Biola Adebayo"",""Baaj Adebule"",""Anabelle Aghedo"",""Nwakaego Aghedo"",""Israel Aloghemen"",""Olu Alvin"",""Naya Amobi"",""Ose Anegbe"",""Neji Eke"",""Yvonne Enakhena"",""Ifenna Ezechukwu"",""Gabriel Onochie Ezeoke"",""Shawn Faqua"",""Georgina Ibeh"",""Ani Iyoho"",""Mary Lazarus"",""Ugo Maduka"",""Eunice Mambo""}","{Action,Crime}",2013-11-01,"{""GoMad Multimedia""}"
337,The Hustle Is Real,"{""Uche Jombo"",""Edward Uka""}","{""Ray Adeka"",""Chioma Chukwuka Akpotha"",""Clare Chinenye"",""Chika Chukwu"",""Jessicah Ekeolisa"",""Razor Gabriels"",""Kalu Ikeagwu"",""Yvonne Jegede"",""Uche Jombo"",""Kelechi Kalu"",""Ufuoma McDermott"",""Emeka Okoye""}",{Drama},2018-07-01,"{""Uche Jombo Production""}"
339,Ero sese koowe 2,"{""Rasheed Akano""}","{""Opeyemi Ayeola"",""Fathia Balogun"",""Rose Osanaiye"",""Adebayo Salami""}",{Drama},2008-02-01,"{""Zentury Pictures""}"
351,Idia's Melody,"{""Ben Cassie""}","{""John Melvin Abraham"",""Emma Ayalogu"",""Chike Daniel"",""Ola Daniels"",""Sammy Iheanacho"",""Wari Jaja"",""Miwa Olorunfemi"",""Chinenye Ulaegbu""}",{Drama},2023-01-01,"{""Cave 10 Media""}"
353,Keeping Promise,"{""Chinneylove Eze""}","{""Osas Ighodaro"",""Uzor Arukwe"",""Anita Joseph"",""Daniel Chimere"",""Declan Chimere"",""Chinneylove Eze"",""Victoria Okeke"",""Caleb Richards""}",{Drama},2021-07-01,"{""ChinneyLove Eze Production""}"
356,Iku Alhaji,"{""Okiki Afolayan""}","{""Tobiloba Abraham"",""Adediwura Adesegha"",""Bose Akinola"",""Wale Akorede"",""Tope Saint Bamidele"",""Liz Da Silva"",""Martins Afeez Eniola"",""Aisha Lawal"",""Akinwande Monsuru"",""Olamijulo Oluseun"",""Ewa Oluwanifemi"",""Mustapha Sholagbade"",""Wumni Toriola"",""Olapeju Wahab""}",{Drama},2021-09-01,"{""Adekaz Productions""}"
363,The Wedding Plan,"{""Solomon Mac-Auley""}","{""David A. Apemiye"",""Titilope Atolagbe"",""Ogbolo Benstowe"",""Michelle Bienose"",""Adekanla Desalu"",""Henry Diabuah"",""Blessing Ekata"",""Adewumi Emmanuel"",""Ebenezer Eno"",""Inegbedion Omonigho Faith"",""Okpanachi Gabriel"",""Emmanuel Chinwuba Godwin"",""Andrew Ijeh"",""Terry Lawson"",""Solomon Mac-Auley"",""Shatel Mesi"",""Kate Nwakpa"",""Shina Ogunjumelo""}",{Drama},2022-09-01,"{Avizariah,""Rok Studios""}"
377,Burden of Proof,"{""Teco Benson""}","{""Omotola Adebayo"",""Roxy Antak"",""Alex Ayalogu"",""Kenny Egburu"",""Ima Obong Ekpong"",""Vivian Gabriel"",""Mimi Orjiekwe"",""Freeman Osu"",""Hakeem Rahman"",""Oby Titus""}",{Drama},2023-01-01,"{""Rok Studios""}"
378,Venom,"{""Amara Angel Amuzuo""}","{""Friday Abbah"",""Sophie Alakija"",""Henry Aloysius"",""Frederick Leonard"",""Chris Maledo"",""Esther Okereke"",""Kate Okoye"",""Vincent Opurum"",""Anita Oriahi"",""Paul Vicks""}",{Drama},2019-10-01,"{""Nitaria Intl. Concept""}"
379,Divine Twins 2,"{""St. Collins Ozoemena""}","{""Emeka Amakeze"",""Ifeanyi Anukwem"",""Nnemeka Charles"",""Jennifer Chris"",""Ogei Cos"",""Tracy Daniels"",""Treasure Daniels"",""Link Edochie"",""Geraldine Ekeocha"",""Nduka Ezeh"",""Genevieve Igbonacho"",""Bruno Iwuoha"",""Chinyere Madike"",""Jennifer Nduka"",""Louisa Nwobodo"",""Patience Ozokwor"",""Linda Wilfred""}",{Drama},2007-01-01,"{""O. Gabby Innovations""}"
381,Traumatised,"{""Lancelot Oduwa Imasuen""}","{""Ulabi Stephen Agba"",""Chioma Chukwuka Akpotha"",""Uche Alexmoore"",""Vaughn Apochi"",""Yemi Blaq"",""Emeka Duru"",""Ini Edo"",""Susan Edukugho"",""Ethel Ekpe"",""Desmond Elliot"",""Ifeoma Emenyonu"",""Kashe Emordi"",""Justus Esiri"",""Christopher Ezirim"",""Ijeoma Iheasimua"",""Levi Ikechukwu"",""Ini Ikpe"",""Lancelot Oduwa Imasuen""}",{Drama},2006-10-01,"{""Reemy Jes Nigeria Ltd.""}"
384,Dumb Wife,"{""Okey Ifeanyi""}","{""Toosweet Annan"",""Victoria Egbuchere"",""Chichi Eze"",""Ruth Kadiri"",""Stephen Odimgbe"",""Dare Oladepo"",""Feyikemi Taiwo"",""Oby Titus"",""Sophia Ucheora"",""Dozie Uzoma""}",{Comedy},2020-03-01,"{""Rok Studios"",""Ruth Kadiri's Production""}"
397,The Incredible Father,"{""Sonny McDon""}","{""Queeneth Agbor"",""Billy Archibong"",""Ajoke Badmus"",""Nwoko Chika"",""Phil Daniels"",""Arnold Ebhohimen"",""Alexx Ekubo"",""Victory Emueje"",""Sandra Okey Eze"",""Kayode Freeman"",""Edith Irabor"",""Imoikor Joseph"",""Sonny McDon"",""Rosaline Meurer"",""Chioma Nwosu"",""Anadu Oginika"",""Valentine Ohaneye"",""Divine Ojukwu""}",{Drama},2016-06-01,"{""Don Shamma Production""}"
410,Transition,"{""Awal Abdulfatai Rahmat""}","{""Sandra Eke"",""Esther Eneh"",""Shiloh Ifechukwu"",""Bliss Thelma Joseph"",""Gift Michael"",""Kachi Nnochiri"",""Chioma Nwosu"",""Jazzy Okey"",""Emmanuel Okhakhu"",""Jennifer Okoli"",""Esther Okorie"",""Sunny Oti"",""Rose Tinuola"",""John Tyler Ekanem""}",{Drama},2022-09-01,"{""Mela Movies"",""Rok Studios""}"
411,Yahoo Millionaire,"{""Lancelot Oduwa Imasuen""}","{""Desmond Elliot"",""Rita Dominic"",""Uche Jombo"",""Fred Aresoma"",""Ini Ikpe"",""Emma Ayalogu"",""Omoni Oboli"",""Emeka Duru"",""Cassandra Odita"",""Lancelot Oduwa Imasuen"",""Kent Sele"",""Emma Iyekpabor"",""Judy Okolo"",""Jennifer Asogwa"",""Lyon Tita"",""Calista Nwajide"",""Lolade Kuya"",""Chris Bassey""}",{Drama},2007-07-01,"{""Okija-Amaka Pictures""}"
414,Queen Lateefat,"{""Okiki Afolayan""}","{""Olagoke Adetoye"",""Akeem Adeyemi"",""Murphy Afolabi"",""Olaniyi Afonja"",""Olowoyo Ayomide"",""Basira Badia"",""Okikiola Bakare"",""Fausat Balogun"",""Oladipupo Bolaji"",""Olatunji Dacoster"",""Innocent Damilola"",""Adisa Dotun"",""Adewunmi Fatai"",""Bisola Folorunsho"",""Taiwo Hassan"",""Saheed Jimoh"",""Ope Okunola"",""Sunday Olanrewaju""}",{Comedy},2021-05-01,"{""Olasco Films""}"
415,The Secretary,"{""Desmond Elliot""}","{""Chris Akwarandu"",""Desmond Elliot"",""Harnet Eweka"",""Efe Irele"",""Deyemi Okanlawon"",""Samuel Oniyitan""}",{Romance},2021-01-01,"{""Denziot Studios Production"",""Rok Studios""}"
416,Mati a Zazzau,"{""Yaseen Auwal""}","{""Hadiza Blell"",""Umar Gombe"",""Jamila Nagudu"",""Rabiu Rikadawa"",""Rahama Sadau"",""Sadiq Sani Sadiq"",""Aminu Shariff"",""Tahir I. Tahir"",""Adam A. Zango""}",{Drama},2020-02-01,"{""Asmasan Pictures"",""Sadau Pictures""}"
417,My Fiancee 2,"{""Olaitan Adeyinka""}","{""Mike Ezuruonye"",""Funmi Holder"",""Benedict Johnson"",""Vitalis Ndubuisi"",""Oge Okoye""}",{Drama},2006-08-01,"{""Frontmaster International""}"
418,Cold Feet,"{""Moses Inwang""}","{""Femi Adebayo"",""Padita Agu"",""Segun Arinze"",""Tom Banis"",""Caroline Danjuma"",""Joselyn Dumas"",""Jim Iyke"",""Tobe Mbanu"",""Beverly Naya"",""Enyinna Nwigwe"",""Josephine Oruh"",""Emma Solution"",""Ken Udofia"",""Cajetan Ugwuegbu""}",{Drama},2020-07-01,"{""Sneeze Films""}"
419,Tailor My Heart,"{""Charles Uwagbai""}","{""Priscilla Austine"",""Austine Bamidele"",""Funny Bone"",""Akpan Christopher"",""Lota Chukwu"",""Cassie Daniel"",""Okey Ezugwu"",""Frederick Leonard"",""Emeka Madu"",""Favour Mark"",""Anuntu Marysilvia"",""Bobby Michaels"",""Christian Prince Ochiagha"",""Chidinma Okeke"",""Chibuikem Okoro"",""Layole Oyatogun"",""Hakeem Raheem"",""Kent Sele""}","{Drama,Romance}",2018-07-01,"{""Oakfil Productions""}"
420,Mr. Trouble,"{""Sunday Nnajiude""}","{""Lasa Amoro"",""Sam Loco Efe"",""Tom Njamanze"",""Nkem Owoh"",""Patience Ozokwor""}",{Comedy},2003-03-01,"{""Emmalex Associates Ltd.""}"
421,Buried,"{""Charles Emere""}","{""Seun Ajayi"",""Toyin Oshinaike"",""Belinda Agedah Yanga""}","{Short,Drama}",2021-11-01,"{""Trifocal Studios""}"
422,My Ex-Wife,"{""Chidi Anyanwu Chidox""}","{""Chinelo Enemchukwu"",""Mike Godson"",""Doris Ifeka"",""Andy Ike"",""Ezeleogu Kingsley"",""Sylvia Madufor"",""Kenechukwu Obiorah"",""Nekha Ome"",""Onyebuchi Stephen""}",{Drama},2022-07-01,"{""Divine Touch Productions"",""Rok Studios""}"
423,Forest of Tears 4,"{""Ifeanyi Ogbonna""}","{""Kofi Adjorlolo"",""Walter Anga"",""Tonto Charity Dikeh"",""Mike Ezuruonye"",""Olu Jacobs""}",{Drama},2009-08-01,"{""Onyu Best Bright""}"
425,Empathy,"{""Bola Akanbi""}","{""Favour Briggs Audu"",""Rachel Edwards"",""Seleye Fubara"",""Calista Nwajide"",""Jimmy Odukoya"",""Bolaji Ogunmola"",""Chris Okagbue""}",{Drama},2022-06-01,"{""Rok Studios""}"
426,Treasure Hunt 2,"{""Sylvester Ogbolu""}","{""Hanks Anuku"",""Emma Ehumadu"",""Laz Ekwueme"",""Benita Nzeribe""}",{Drama},2007-02-01,"{""Palico Productions""}"
427,Village Destroyers,"{""Ugo Ugbor""}","{""Kenneth Okonkwo"",""Alex Usifo Omiagbo"",""Prince Emeka Ani"",""Chinedu Ikedieze"",""Osita Iheme"",""Blessing Asibe"",""Ralph Onu"",""Nze C.O.C.""}",{Drama},2007-08-01,"{""Global Update Pictures""}"
428,Hope of Glory 2,"{""Sunday Nnajiude""}","{""Ngozi Ezeonu"",""Sola Sobowale"",""Maureen Solomon"",""Nkiru Sylvanus"",""Tony Umez""}",{Drama},2004-08-01,"{""Snude Entertainment""}"
429,Common Sense 2,"{""Obi Callys Obinali""}","{""John Okafor"",""Victor Osigwe""}",{Comedy},2005-08-01,"{""Ahbu Ventures""}"
430,Fishbone,"{""Editi Effiong""}","{""Florentina Ago"",""Shaffy Bello"",""Okwuonye Chuks"",""Daniel Etim Effiong"",""Waliu Fagbemi"",""Moshood Fattah"",""Obinna Noel"",""Blessing Okeoghene"",""Victoria Ene Okere"",""Daniel Okoi"",""Olanrewaju Oladipo"",""Dorcas Paul""}","{Short,Drama}",2020-05-01,"{""Anakle Films""}"
432,Safe Secret,"{""Chidi Chijioke""}","{""Chineme Agu"",""Rita Edochie"",""Adaeze Eluke"",""Ray Emodi"",""Thelma Ibemere"",""Wole Ojo"",""Tcharles Ozuruigbo"",""Ngozi Ugwu""}",{Drama},2021-06-01,"{""One & Two Productions"",""Rok Studios""}"
433,Darkest Night,"{""Ifeanyi Onyeabor""}","{""Prince Emeka Ani"",""Segun Arinze"",""Sam Dede"",""Kalu Ikeagwu"",""Gentle Jack"",""Uche Jombo"",""Richard Mofe-Damijo"",""Genevieve Nnaji"",""Gbenga Richards""}","{Action,Drama}",2005-10-01,"{""Reemmy Jes Production (RJP)""}"
434,Skinny Girl in Transit,"{""Bunmi Ajakaiye""}","{""Adeolu Adefarasin"",""Bisola Aiyeola"",""Ayoola Ayolola"",""Abimbola Craig"",""Timini Egbuson"",""Beverly Naya"",""Ngozi Nwosu"",""Ini Dima Okojie"",""Sharon Ooja"",""Jide 'JBlaze' Oyegbile""}","{Comedy,Drama}",2015-07-01,{NdaniTV}
435,"You, Me and the Guys","{""Esther Abah""}","{""Seun Akindele"",""Abayomi Alvin"",""Lota Chukwu"",""Linda Ejiofor"",""Ifeanyi Kalu"",""Jude Orhorha""}",{Comedy},2017-07-01,"{""Esther Abah Visuals"",""Rok Studios"",""Twin Dragons Studio""}"
437,Cindy's Notes,"{""Izu Ojukwu""}","{""Jennifer Ayomo"",""Nonso Diobi"",""Bayray McNwizu"",""Clem Ohameze"",""Kasimu Yaro""}",{Drama},2008-12-01,"{""Amstel Malta Box Office""}"
438,Baby Bump,"{""Udezeh Onyinye""}","{""Grace Abah"",""Chris Akwarandu"",""Sandra Albert"",""Lydia Lawrence-Nze"",""Iyke Michael"",""Kenneth Nwadike"",""Uche Nwaefuna"",""Chijioke Nwokafor"",""Jimmy Odukoya"",""Ifeoma Odukwe"",""Amaka Olugu""}",{Drama},2022-06-01,"{""OMC Pictures"",""Rok Studios""}"
439,Gbanko gbi layé,"{""Yemi Adegunju""}","{""Jide Kosoko"",""David Ojedokun"",""Feso Oyewole"",""Lere Paimo"",""Taofik Salami""}",{Drama},2004-07-01,"{""Yemi Adegunju Movie""}"
440,Funeral,"{""Newton I. Aduaka""}","{""Fatima Adoum"",""Emile Abossolo M'bo"",""Niels Dubost""}","{Short,Drama}",2002-05-01,"{""Chaya Films""}"
442,Symphony,"{""Oraka Nvy Nnanyelu""}","{""Daniel Abua"",""Gbadamosi Adefemi"",""Pamilerin Adegoke"",""Victor Adeshiyan"",""Clement Akanimo"",""Moses Amoikwen"",""Bolaji Amusan"",""Jackie Appiah"",""Sunday Are"",""Favour Ayodele"",""Atuegwu Stephen Chidalu"",""Richard Clinton"",""Timibra David"",""Momoh Desmond"",""Tanasha Donna"",""Mustapha Elrufai"",""Omoniyi Temitope Fredrick"",""Scarlet Gomez""}",{Musical},2022-09-01,"{""Sulcata Entertainment""}"
443,Aviva's Pearls,"{""Rukky Sanda""}","{""Destiny Amaka"",""Shaffy Bello"",""Stephen Damian"",""Ijeoma Ibekwe"",""Ella Jenyioluwa"",""Bolanle Ninalowo"",""Mohammed Nurudeen"",""Ik Ogbonna"",""Jide Oghafua"",""Lisa Omorodion"",""Rukky Sanda"",""Biodun Stephen"",""Prince Tothan"",""Edwin Victor""}",{Drama},2017-06-01,"{""Rukky Sanda Studios""}"
444,Sexy Girls 2,"{""Caz Chidiebere""}","{""Benita Akpofe"",""Uju Aroh"",""Nonso Diobi"",""Uche Ogbodo"",""Mercy Johnson Okojie"",""Chinelo Oloh""}",{Drama},2009-11-01,"{""Nigerian Movies""}"
445,House on the Hill,"{""Ikechukwu Onyeka""}","{""Joseph Benjamin"",""Jude Chukwuka"",""Jibola Dabo"",""Ikechukwu Onyeka"",""Oge Peters"",""Samuel Rotimi"",""Kent Sele""}",{Horror},2017-07-01,"{""Iykon Pictures""}"
446,Tell Me Why 2,"{""Don Dyke""}","{""Tony Umez"",""Ngozi Ezeonu"",""Benedict Johnson"",""Mercy Johnson Okojie"",""Ralph Onu"",""Chikezie Uwazie"",""Linda Joseph"",""Sunnix Eke"",""Blessing Edward"",""Ngozi Udenna"",""Chinedu Loveth"",""Chinedu Chukwu"",""Francisa Felix"",""Nwankwo Ada"",""Jojo Okoudoh"",""Casmir Unegbu"",""Emeka Okoha""}",{Drama},2008-11-01,"{""Great King Productions""}"
447,Royal Calabash,"{""Tony Edozie""}","{""Hayez Achu"",""Chizzy Alichi"",""Angela Brucesten"",""Rhema Isaac Chinedu"",""Samson Dantani"",""Rita Destiny"",""Uchechukwu Eboh"",""Ikechukwu Ezennaka"",""Josephine Ifeoma"",""Emeka Ike"",""Ozioma Ikechukwu"",""Sermon Okolie"",""Esther Okorie"",""Chinwe Nwadiuto Onyejekwe"",""Arumani Perpetual"",""Sunday Uzondu"",""Seno Silas Victor""}",{Drama},2019-05-01,"{""Rockcelly Resources""}"
448,Johnbull & Rosekate,"{""Tchidi Chikere""}","{""Nkem Owoh"",""Tony Alor"",""Charles Awurum"",""Uche Elendu"",""Diewait Ikpechukwu"",""Bruno Iwuoha"",""Camilla Mberekpe"",""Blessing Nnaji"",""Louisa Nwobodo"",""Adaora Ukoh""}",{Drama},2007-11-01,"{""P. Collins Productions""}"
449,Kissing the Ghost,"{""Okey Ifeanyi""}","{""Seun Akindele"",""Dera Azuma"",""Mary Lazarus"",""Jimmy Odukoya"",""Darlington Opara""}",{Drama},2020-10-01,"{""Harmer Brooks Movies""}"
450,A Time to Love 2,"{""Osita Okoli""}","{""Emma Ayalogu"",""Desmond Elliot"",""Ngozi Ezeonu"",""Uche Jombo"",""Stephanie Linus"",""Bob-Manuel Udokwu""}","{Drama,Romance}",2007-07-01,"{""Emem Isong Production"",""Reemmy Jes Production (RJP)""}"
451,2 Broken,"{""Simon Peacemaker""}","{""Grace-Charis Bassey"",""Omotu Bissong"",""Iyke Michael"",""Chineke Princess""}",{Drama},2016-01-01,"{""R. Bliss Productions""}"
453,Dark Petals,"{""Yemi Morafa""}","{""Eve Anselm"",""Mary Ann Apollo"",""Tayo Bamidele"",""Chucks Chyke"",""Charles Murphy Iwuchukwu"",""Chikwendu Levi"",""Olu Kizzy Michael"",""Obi Miles"",""Enuesike James Nduka"",""Ebere Onovo"",""Vera Oti"",""Stella Udeze""}",{Drama},2022-12-01,"{""Oakfil Productions"",""Rok Studios""}"
454,Ijo,"{""Gimsay Fatimah Binta""}","{""Charles Etubiebi"",""Genoveva Umeh""}","{Short,Drama,Romance}",2022-01-01,"{""Hello July Films""}"
455,Poor-ish,"{""Biodun Stephen""}","{""Seun Ajayi"",""Bimbo Akintola"",""Pamilerin Ayodeji"",""Chris Iheuwa"",""Efe Irele"",""Vivian Metchie"",""Blessing Jessica Obasi-Nze"",""Biodun Stephen""}",{Drama},2021-01-01,"{""Desparanza Media"",""Rok Studios""}"
456,When We Fall,"{""Sampson Afolabi-Johnson""}","{""Adewale Abiodun"",""Tomie Ajiboye"",""Uzor Arukwe"",""Emeka Darlington"",""Sarah Davids"",""Adewale Ibukun"",""Innocenthia Ihebie"",""Godwin Joshua"",""Used Michael"",""Donald Muo"",""Bolaji Ogunmola"",""Emeka Okoye"",""Blessing Ufedo"",""Emem Ufot""}",{Drama},2021-10-01,"{""Sarah David's Studios""}"
457,Standing Alone,"{""Tchidi Chikere""}","{""Sophia Tchidi Chikere"",""Tchidi Chikere"",""Stella Damasus"",""Jennifer Eliogu"",""Chika Ike"",""Richard Mofe-Damijo"",""Tony Umez""}",{Drama},2004-04-01,"{""Okwytex Ventures Ltd.""}"
459,The Perfect Time,"{""Kayode Peters""}","{""Ndidi Lynda Abiazem"",""Damilare Adetoye"",""Pearl Agwu"",""Owosheni Akorede"",""Naomi Arinze"",""Vivian Aronu"",""Wofai Fada"",""Lord Frank"",""Mark S. Grandy"",""Muyiwa Idowu"",Igosave,""Frederick Leonard"",""Jimmy Odukoya"",""Irewole Olaniyan"",""Ornella Opah"",""Linda Osifo"",""Presh Talker"",""Chinyere Wilfred""}",{Romance},2021-02-01,"{""Elrab Entertainment""}"
462,Rising Moon,"{""Andy Nwakalor""}","{""Akume Akume"",""Nzubechi Anele"",""Prince Emeka Ani"",""Arthur Brooks"",""Ezea Iloete Byron"",""Ogbonna Chukwuebuka"",""Justus Esiri"",""Loveth Ezeanowi"",""Emeka Onah Feddy"",""Amaka Ife"",""Enebeli Hyacinth Ijomah"",""Onunkwo Ikechukwu"",""Oninyi Joseph"",""Emeka Nwabueze"",""Onyeka Onwenu"",""Maureen Solomon"",""Joy L. Torty"",""Victor Ugwonwu""}",{Drama},2005-08-01,"{""Samcivic Investment""}"
463,More Than a Moment,"{""Kenneth Nwache""}","{""Sunday Aaron"",""Queen Amarachi"",""Susan Festus"",""Matilda Gogo Lambert"",""Dennis Okike"",""Emeka Okoro"",""Olachi Onuoha"",""Amos Steven"",""Stella Uche""}",{Drama},2020-05-01,"{""Aye Touch Films""}"
464,Die Another Day 2,"{""Tarila Thompson""}","{""Sam Dede"",""Enebeli Elebuwa"",""Ayo Emmanuel"",""Omotola Jalade-Ekeinde"",""Georgina Onuoha""}","{Action,Thriller}",2004-12-01,"{""Ossy Affason Production""}"
465,Alagogo Ide,"{""Bogunmbe Abiola Paul""}","{""Femi Adebayo"",""Lateef Adedimeji"",""Damipe Adekoya"",""Muyiwa Ademola"",""Toyosi Adesanya"",""Bose Akinola"",""Fisayo Amodemaja"",""Chris Anyanya"",""Fathia Balogun"",""Omowunmi Dada"",""Mimisola Daniel"",""Oluwagbenga Ethan"",""Taiwo Ibikunle"",""Abiodun Babalola Ibrahim"",""Bukola Ikuomola"",""Adediwura Lanre"",""Aisha Lawal"",""Joke Muyiwa""}","{Drama,Fantasy}",2021-11-01,"{""Oluwakemi Studio"",""Slate 1 Films""}"
466,Famously Single,"{""Damijo Efe Young""}","{""Seun Akindele"",""Obieka Davies"",""Moyo Lawal"",""Jimmy Odukoya"",""Oge Okoye"",""Peggy Ovire""}",{Drama},2017-10-01,"{""Film House Production"",""Rok Studios""}"
468,Recharge Card 2,"{""Amayo Uzo Philips""}","{""Chiege Alisigwe"",""John Okafor""}",{Comedy},2006-03-01,"{""Onye Eze Holding Production""}"
469,Village Boys 2,"{""Chika Onu""}","{""Princess Egu"",""Osita Iheme"",""Chinedu Ikedieze"",""Amaechi Muonagor"",""Chinwe Owoh""}",{Drama},2005-06-01,"{""Valseco Industries""}"
470,Schemers 2: Bad Babes,"{""Andy Chukwu""}","{""Bimbo Akintola"",""Andy Chukwu"",""Rita Dominic"",""Keppy Ekpenyong-Bassey"",""Jennifer Eliogu"",""Remy Ohajianya""}","{Action,Drama}",2004-04-01,"{""O.J. Production""}"
471,Sheila,"{""Dele Ishola""}","{""Perpetua Adefemi"",""Tomi Ajala"",""Olive Amaechi"",""Godiya Astro"",""Elumelu Awele"",""Tessy Brown"",""Eniola Durojaiye"",""Okey Michael Ejoor"",""Victor Godfrey"",""Esther Ibrahim"",""Tobi Igbenoba"",""Christiana Ishola"",""Afolabi Jubilee"",""Jumai Mohammed"",""Sammy Odumu Odeh"",""Enyi Okechi"",""Omodia Okhueleigbe"",""Tega Olose""}",{Drama},2019-08-01,"{""DD&T Systems"",""Say Something Africa""}"
472,Cross of Agony 2,"{""Chika Onu""}","{""Franca Brown"",""Princess Egu"",""Zack Orji"",""Tony Umez""}",{Drama},2006-02-01,"{""Danga Movies International""}"
473,My Village People,"{""Niyi Akinmolayan""}","{""Zubby Michael"",""Venita Akpofure"",""Amaechi Muonagor"",""Charles Inojie"",""Nkem Owoh"",""Sophie Alakija"",""Ada Ameh"",""Fares Boulos"",""Rachel Oniga"",""Akah Nnani"",""Francis Sule"",""Bovi Ugboma"",""Ayo Mogaji"",""Theresa Edem"",""Mimi Onalaja"",""Oge Amuta""}","{Comedy,Fantasy}",2021-06-01,"{""FilmOne Production"",""Temple Motion Pictures""}"
475,When Love Is in Sync,"{""Ben Cassie""}","{""Somadina Adinma"",""Chinonso Arubayi"",""Vivian Kaima"",""Ik Ogbonna"",""Miwa Olorunfemi"",""Patience Ujah"",""Uzee Usman""}",{Drama},2022-09-01,{Moreplex}
476,Ewon Laafin,"{""Yinka Akanbi""}","{""Onasanya Abdulrazaq"",""Olawale Adebayo"",""Oluwapelumi Adebayo"",""Wale Adebayo"",""Fasakin Adebesi"",""Odunlade Adekola"",""Adekunle Adeseko"",""Olusesan Adio"",""Aremu Afolayan"",""Mojisola Aileru"",""Adegbola Yaya Amidu"",""Sosanya Anuoluwapo"",""Murisiku Arogundade"",""Tope A. Asakoko"",""Charles Asu"",""Tope Saint Bamidele"",""Funmi Benson"",""Femi Brainard""}",{Drama},2015-05-01,"{""Jaylex Aesthetic Productions""}"
477,Osu merin,"{""Taiwo Adesina""}","{""Toyin Adegbola"",""Toyin Adewale"",Nancy,""Akinyemi Olaiya"",""Olu Omojola""}",{Drama},2007-11-01,"{""Rasrab Movies""}"
478,Open Secret,"{""Mykel Ajaere""}","{""Ayo Adesanya Hassan"",""Mykel Ajaere"",""Sunday Daniel Ate"",""Emma Ayalogu"",""Frances Ben"",""Emeka Cletus"",""Osita Oluchukwu"",""Bisade Phillips"",""Vivian Pius"",""Gloria Tega"",""Okey Uzoeshi""}",{Drama},2021-05-01,"{""Rok Studios""}"
479,A Kiss from Rose,"{""Osita Okoli""}","{""Festus Aguebor"",""Fred Amata"",""Desmond Elliot"",""Shan George"",""Omotola Jalade-Ekeinde"",""Olamilekan Akanbi Jason""}","{Drama,Romance}",2004-11-01,"{""Flavour Lab Entertainment"",""Mike Nliam Production""}"
